id,sentence,topic,sentiment
6808,"khả năng truyền đạt kiến thức chưa cao , nhiều sinh viên khó hiểu .",0,0
6809,em cảm thấy khá bức xúc nhưng nếu truy ra lỗi của ai thì em tự nhận một phần về mình .,3,0
6810,"thầy dạy rất nhiệt tình , hay và dễ hiểu .",0,2
6811,chúng em nhận được nhiều hơn thế .,1,0
6812,thiết bị .,2,1
6813,"giảng viên nhiệt tình , quan tâm đến hầu hết các sinh viên trong lớp .",0,2
6814,thông báo nghỉ hơi chậm .,1,0
6815,thầy có hơi đi trễ chút xíu .,0,1
6816,"giảng viên dạy dễ hiểu , rõ ràng .",0,2
6817,cần sử dụng phòng elab và các thiết bị nghe nhìn cho lớp chất lượng cao .,2,0
6818,"giảng viên dạy quá chán , không thực tế .",0,0
6819,"theo em thì trường nên tổ chức thêm những buổi seminar về các phần mềm , giới thiệu về các hướng phát triển phần mềm trong bộ môn này .",1,0
6820,"số lượng bài tập tại lớp mỗi buổi khá nhiều , em mong thầy có thể giảm bớt 2 - 3 bài .",0,0
6821,"đúng giờ , phương pháp tốt .",0,2
6822,thầy nên nhiệt tình chút xíu .,0,0
6823,giảng viên vui vẻ thân thiện với học sinh .,0,2
6824,vui tính nhiệt tình .,0,2
6825,"giảng viên nhiệt tình , thân thiện .",0,2
6826,"thầy dạy chi tiết , dễ hiểu bài , luôn đi vào các phần trọng tâm của bài .",0,2
6827,thầy dạy nhanh và khó hiểu .,0,0
6828,em có gửi mail thắc mắc thì không thấy trả lời .,1,0
6829,"thầy thân thiện với học sinh , giảng bài tận tình .",0,2
6830,"đây là năm đầu tiên thầy giảng dạy , chúng em đều thông cảm !",0,0
6831,"cô dễ thương , giảng hay , nhiệt tình , thân thiện với sinh viên .",0,2
6832,nên thông báo về chương trình học của môn học để sinh viên biết trước khi đăng ký môn học đặc biệt là ngôn ngữ được sử dụng trong chương trình học .,1,0
6833,"hỗ trợ thêm cơ sở vật chất , thiết bị thực tế .",2,0
6834,tậm tân với sinh viên .,0,2
6835,cô ít tương tác với sinh viên .,0,0
6836,lớp chất lượng cao nhưng lại thiếu thiết bị .,2,0
6837,giảng viên thân thiện nhiệt tình cởi mở .,0,2
6838,"giảng dạy tận tình , đầy nhiệt huyết .",0,2
6839,cô rất nhiệt tình và vui tính ạ .,0,2
6840,"chấm điểm thực hành cần xem xét , khó đạt điểm cao .",1,0
6841,"dạ , cho em hỏi là trường mình là tạo sao không dùng ngôn ngữ c thay cho assembly .",1,1
6842,và cho bài tập và kiểm tra bài tập ở tuần dạy tiếp theo .,1,2
6843,thầy không dạy chỉ đưa tài liệu tự tìm hiểu thôi .,0,0
6844,chỉ gặp được thầy đúng một lần trong suốt học kỳ .,0,0
6845,thầy có liên hệ với thực tế khiến bài học dễ tiếp thu hơn .,0,2
6846,nhưng nguyên nhân chán có lẽ vì không hiểu được mục đích môn học sau khi học xong nên không muốn học .,1,0
6847,thầy có một sự hiểu biết rộng ở nhiều lĩnh vực kể cả trong giảng dạy và ngoài đời sống .,0,2
6848,giúp đỡ học sinh quá ít .,0,0
6849,"giảng viên nhiệt tình , tận tâm , tạo cho sinh viên chủ động tìm tòi nhiều vấn đề chuyên sâu hơn !",0,2
6850,em xin cảm ơn .,3,2
6851,"giảng viên giảng bài có hơi không hiểu , chỉ là do cách dùng ngôn ngữ không được dễ hiểu lắm .",0,0
6852,"giảng dạy dễ hiểu , tận tình .",0,2
6853,nhất là những bạn nhỏ đến lớn chưa chơi game bao giờ .,0,1
6854,giảng còn nhiều lúc khó hiểu .,0,0
6855,"thầy diễn đạt khó hiểu , giọng nói khó nghe .",0,0
6856,không slide .,0,0
6857,phòng thực hành về mạng cần có nhiều trang thiết bị về mạng hơn để sinh viên có thể thực hành trên máy móc chứ không phải học thông qua các phần mềm .,2,0
6858,cung cấp tài liệu đầy đủ .,0,2
6859,"giảng viên nhiệt tình , cho lớp thuyết trình nên tăng khả năng giao tiếp .",0,2
6860,"thời gian thực hành tập trung chưa phù hợp , bị trùng với các giờ với các môn học khác .",1,0
6861,"giảng viên truyền đạt tốt , khơi gợi cho sinh viên tự tìm hiểu kiến thức .",0,2
6862,"phần đầu thầy giảng không hiểu , bọn em có về xem lại nhưng thật sự không tiếp thu lại được bao nhiêu .",0,0
6863,tóm lại em rất hài lòng .,3,2
6864,nên có giáo trình rõ ràng và cơ bản hơn .,1,0
6865,"thầy cố gắng giảng bài cho mọi người hiểu , cố gắng dạy cho sinh viên hiểu từ gốc rễ .",0,2
6866,giảng viên rất nhiệt tình và luôn chuẩn bị bài giảng chu đáo .,0,2
6867,"máy nghe nên được trang bị tốt hơn , phòng học nên sáng hơn .",2,0
6868,mong rằng cô sẽ điều chỉnh để sinh viên có thể dễ dàng theo dõi bài giảng hơn .,0,0
6869,nếu giải thì cô nên giải vào slide luôn cho các bạn .,0,0
6870,thi thoảng nghỉ học không thông báo trên daa .,0,0
6871,nhiệt tình vui vẻ nói chung ra rất tốt .,0,2
6872,"vui tính , hòa đồng với sinh viên .",0,2
6873,thầy rất nhiệt vui và dạy dễ hiểu .,0,2
6874,thầy dạy kỹ .,0,2
6875,có thêm các tài liệu tham khảo .,1,0
6876,"phương pháp giảng dạy hay , thu hút .",0,2
6877,cần cho nhiều thời gian để sinh viên có đủ thời gian hoàn thành đồ án môn học .,1,0
6878,"bài giảng hay , thiết thực .",1,2
6879,giảng viên truyền đạt kiến thức hiệu quả .,0,2
6880,nghỉ lễ nhiều nhưng chưa có được bù .,0,0
6881,thầy rất nhiệt tình và quan tâm tới kiến thức của sinh viên .,0,2
6882,rất tận tâm .,0,2
6883,"thầy dạy rất nhiệt tình nhưng bị lố giờ nhiều quá , môn học có 4 tiết nhưng lúc nào cũng gần như là 5 tiết .",0,0
6884,"giờ học luôn sinh động , hiệu quả , giúp học sinh nắm vững kiến thức .",0,2
6885,thầy wzjwz265 không dạy lớp em một ngày nào .,0,0
6886,cô dạy rất nhiệt tình và quan tâm đến sinh viên .,0,2
6887,thầy thường xuyên không lên lớp vào tiết dạy !,0,0
6888,"buổi nào cũng có thực hành, học lý thuyết xong ra thực hành liền sẽ có hiệu quả cao !",1,0
6889,"giảng viên chuyên về vhdl , về môn học này thì sử dụng hdl nên có nhiều phần giảng viên không giải đáp được .",0,0
6890,điều chỉnh số tín chỉ cho môn từ 3 tín chỉ thành 2 tín chỉ .,1,0
6891,slide còn khó hiểu .,1,0
6892,"slide bài học rất ư là khó nắm bắt , code trong slide vẫn còn chỗ sai .",1,0
6893,giảng viên chưa hướng dẫn kỹ những bài tập sinh viên không làm được hoặc làm sai .,0,0
6894,giảng viên dạy bài dễ hiểu .,0,2
6895,"cô dạy rất dễ hiểu , tận tình hướng dẫn học sinh .",0,2
6896,tài liệu ít được cập nhật .,1,0
6897,"dạy cứng nhắc , không liên hệ thực tế nhiều .",0,0
6898,"thầy dạy chậm , nhưng dễ hiểu , học sinh dễ nắm bắt chương trình học , biết được hướng căn bản để làm bài .",0,2
6899,làm nhóm chỉ nhóm trưởng và lớp trưởng phần công công việc .,1,1
6900,"thầy tận tâm , nhiệt huyết , giải đáp câu hỏi của sinh viên , có bổ sung tài liệu tham để giúp sinh viên củng cố và nắm vững kiến thức .",0,2
6901,sự nhiệt tình giảng dạy của giảng viên .,0,1
6902,thầy giảng bài rất dễ hiểu và bài tập thầy giảng rất kỹ !,0,2
6903,giảng viên nên dạy đúng giờ hơn hạn chế cho sinh viên về sớm .,0,0
6904,"thầy tận tâm , nhiệt tình , giảng kỹ bài học .",0,2
6905,không đồng ý với việc thi lập trình trên giấy .,1,0
6906,thầy dạy rất có tâm huyết .,0,2
6907,môn này là bị trùng hoặc thừa vì mấy môn trước như lập trình mạng với đồ án vô số sinh viên đã tự học cái này rồi .,1,0
6908,"vui tính , dạy dễ hiểu , đảm bảo tiết học lý thuyết và làm bài tập trên lớp .",0,2
6909,giáo viên dạy nhanh quá theo không kịp .,0,0
6910,thầy cần tạo thêm hứng thú cho môn học .,0,0
6911,thầy nên up các tài liệu và slide lên moodle rõ ràng hơn .,0,0
6912,cô cực kỳ nhiệt tình .,0,2
6913,bài giảng dễ hiểu .,1,2
6914,"cô dạy rất nhiệt tình , tận tâm , vui vẻ .",0,2
6915,"máy móc trong phòng còn gặp trục trặc , phòng học rất bụi do lâu ngày không được dọn dẹp , máy cấu hình còn yếu .",2,0
6916,học với tma không phù hợp với nội dung môn học .,0,0
6917,đề thi cuối kỳ quá dài so với thời gian kiểm tra .,1,0
6918,cô nên cho nhiều bài tập để cho sinh viên làm hơn .,0,0
6919,cô dễ thương tận tình với sinh viên .,0,2
6920,nên ưu tiên về cơ sở vật chất cho chất lượng cao đúng như trường đã nói .,2,0
6921,thầy chú trọng trọng tâm và luôn kể chuyện vui .,0,2
6922,"thầy dạy rất hay , nhiệt tình .",0,2
6923,"nội dung học chất lượng nhưng khá đơn giản , thầy sử dụng giờ trên lớp không hiệu quả , chủ yếu thầy vào lớp cho bài tập , giảng một xíu rồi ngồi đó , còn sinh viên giải bài tập tới cuối giờ , dù làm bài tập tới tuần cuối môn học nhưng vẫn không biết kết quả các bài tập mình từng làm là đúng hay sai vì thầy không công bố kết quả để cho thấy được sự sai sót của mình , dẫn đến trước khi thi các sinh viên có sự phân hoá về cách giải bài tập , không thống nhất .",1,0
6924,"môn học nên bám sát vào nội dung , mục đích cuối cùng thay vì giảng dạy lý thuyết tràn lan .",1,0
6925,khả năng truyền tải kiến thức .,0,1
6926,"bổ xung trang thiết bị thực hành thực tiễn cho môn này , không chỉ đơn thuần là thực hành trên máy tính không .",2,0
6927,"cho nhiều bài tập , cách hướng dẫn , tài liệu kỹ hơn .",1,0
6928,"tạo ra được những trò chơi và cách tiếp cận môn học mới mẻ , hiệu quả , giảng viên nhiệt tình , tận tâm với người học .",0,2
6929,"thầy giảng dễ hiểu , tận tâm với học sinh .",0,2
6930,hướng dẫn cách tiếp cận bài mới khó hiểu .,0,0
6931,phương pháp thầy dạy giống cấp 3 làm em nhớ hồi cày cuốc colonsmile .,0,0
6932,"cô dạy hay , hấp dẫn .",0,2
6933,"sự tận tâm , nhiệt tình của giảng viên giúp truyền đạt kỹ năng , kiến thức một cách tốt nhất .",0,2
6934,"tuy nhiên cô nên cân nhắc lại về số lượng yêu cầu đối với sinh viên để sinh viên không bị khớp vì quá nhiều dẫn đến làm qua loa cho có , như vậy thì kết quả lại không tốt .",0,0
6935,giảng dạy tốt và dạy đưa ra nhiều bài tập làm cho sinh viên cảm thấy dễ học và vận dụng được nhiều bài khác .,0,2
6936,"đôi khi đến lớp muộn , giọng nói còn nhỏ .",0,0
6937,kiến thức của cô chuyên sâu .,1,2
6938,"vui tính , thân thiện .",0,2
6939,dùng lời lẽ để ép buộc sinh viên .,0,0
6940,"đề cập nhiều hơn về các vấn đề , nội dung thực tế hiện nay ví dụ ipv6 là điều cần quan tâm nhưng chỉ đề cập sơ sài .",1,0
6941,cô dạy kỹ .,0,2
6942,lý thuyết liên hệ với thực tế dễ hình dung và hiểu rõ vấn đề .,1,2
6943,quá kém .,0,0
6944,"thầy rất nhiệt tình , giảng bài chi tiết , rất quan tâm đến sinh viên và nói rất nhẹ nhàng .",0,2
6945,điều mà em không hài nhất đó là giảng viên giảng bài còn khó hiểu .,0,0
6946,đó là sự nhiệt tình của giảng viên .,0,2
6947,giảng hơi khó hiểu đó nha .,0,0
6948,khả năng truyền đạt dễ hiểu giúp sinh viên nắm vững kiến thức .,0,2
6949,số bài thực hành quá nhiều đối với một môn thực hành hình thức 2 .,1,0
6950,không truyền tải hết nội dung chương trình .,0,0
6951,cô quá tận tụy .,0,2
6952,cô có thể nói to hơn một chút được không ạ !,0,0
6953,theo ý kiến của cá nhân em và nhiều bạn đồng quan điểm thì cách dạy của thầy có nhiều yếu điểm như sau doubledot .,0,1
6954,"tân tâm , nhiệt tình trong lớp lẫn bên ngoài .",0,2
6955,"vui vẻ , cởi mở .",0,2
6956,"giảng viên đã kết hợp vừa học lý thuyết vừa giải bài tập giúp sinh viên dễ tiếp thu kiến thức , kỹ năng mới .",0,2
6957,truyền đạt kiến thức .,0,1
6958,thầy không dùng micro nên ngồi ở xa không nghe rõ .,0,0
6959,chưa hiệu quả .,0,0
6960,"thầy thường xuyên yêu cầu học sinh trình bày lại những kiến thức đã học trong buổi lý thuyết một cách không cần thiết , mất thời gian , không khác gì một buổi dạy lý thuyết , không đúng tinh thần và mục đích của một buổi học thực hành .",0,0
6961,thầy đẹp trai nhưng trông có pha chút nữ tính .,0,0
6962,"lý thuyết tốt , đồ án hay .",1,2
6963,thầy giảng rất dễ hiểu và dễ tiếp thu bài .,0,2
6964,"thầy ít hướng dẫn các bài tập , cách vận dụng kiến thức cần thiết vào bài tập thực tế .",0,0
6965,hài lòng hoàn toàn .,3,2
6966,team 8 người mà có 2 người gánh hết cái trình bày giữa kỳ và cuối kỳ cực khổ lắm luôn thầy .,1,0
6967,giảm giờ học .,1,0
6968,máy chiếu mờ !,2,0
6969,"mong giảng viên có thể lên lớp đúng giờ hơn , và khi có nghĩ tiết thì cần thông báo trước cho sinh viên biết trước .",0,0
